D;1;7034;0;50019451;42600000017571,00;ANTA TOUR PT WAHIDIN          ;MAKASSAR     ;              ;  ;    ;0;0;0
D;2;7034;20220803;50022359;42600000089315,00;TRANSMART DUTA MERLIN R       ;JAKARTA      ;Sales         ;0;APRV;1;2200;0
D;3;7034;20220805;50016954;42600000091280,00;TRANSMART X MALL R            ;JAKARTA      ;Sales         ;0;APRV;1;2200;0
D;4;7034;20220706;50024091;42600000177592,00;TEST EDC PRODUCTION R         ;JAKARTA      ;Sales         ;0;APRV;1;100;0
D;5;7034;20220808;50024157;42600000177592,00;TEST EDC PRODUCTION R         ;JAKARTA      ;Sales         ;0;APRV;1;100;0
D;6;7034;20220804;59923623;42600000177667,00;TEST EDC PRODUCTION P         ;JAKARTA      ;Sales         ;0;APRV;2;0;500
D;7;7034;20220711;59907346;42600000177774,00;DUMMY TERMINAL PRODUC 2 P     ;JAKARTA      ;Sales         ;0;APRV;5;50000600;0
D;8;7034;20220628;59917739;42600000317198,00;TRANSMART TH BUBUTAN JUNCTIONP;SURABAYA     ;Sales         ;0;APRV;1;0;0
D;9;7034;20220803;50019360;42600000345199,00;TRANS STUDIO CIBUBUR         R;DEPOK        ;Sales         ;0;APRV;2;4400;0
D;10;7034;20220708;50023829;42600000404970,00;KKULDAK                       ;BANDUNG      ;Sales         ;0;APRV;1;100;0
D;11;7034;20220710;50023821;42600000415737,00;KOKUMI TRANSMART RUNGKUT      ;SURABAYA     ;Sales         ;0;APRV;1;100;0
D;12;7034;20220615;50023699;42600000440081,00;OPTIK MELAWAI TRANS SIDOARJO  ;SIDOARJO     ;Sales         ;0;APRV;1;20000000;0
D;13;7034;20220701;50023708;42600000440263,00;OPTIK MELAWAI TRANSMART TEGAL ;TEGAL        ;Sales         ;0;APRV;1;100;0
D;14;7034;20220629;50023710;42600000440305,00;OPTIK MELAWAI TRANS MAJAPAHIT ;SEMARANG     ;Sales         ;0;APRV;1;100;0
D;15;7034;20220618;59923878;42600000446930,00;METRO TSM BANDUNG P           ;BANDUNG      ;Sales         ;0;APRV;1;14056900;0
D;16;7034;20220723;50023985;42600000455410,00;TEH JAWA COUNTER              ;PEKALONGAN   ;Sales         ;0;APRV;1;100;0
D;17;7034;20220622;50024013;42600000456566,00;IMPERIAL KITCHEN              ;PADANG       ;Sales         ;0;APRV;1;23889000;0
D;18;7034;20220618;50024044;42600000457978,00;SOLARIA TRANS STUDIO BANDUNG  ;BANDUNG      ;Sales         ;0;APRV;1;12320000;0
D;19;7034;20220715;50024064;42600000458380,00;SOLARIA TRANSMART PEKALONGAN  ;PEKALONGAN   ;Sales         ;0;APRV;1;13580000;0
D;20;7034;20220627;50024145;42600000462812,00;METRO SENAYAN BAZAAR MBM  R   ;JAKARTA      ;Sales         ;0;APRV;1;1000;0
