D;;7031;20220815;50000200;42600000089364,00;TRANSMART CEMPAKA PUTIH R     ;JAKARTA      ;Sales         ;0;APRV;1;1000000;0
D;;7031;20220815;50000621;42600000090123,00;TRANSMART PLZ BUARAN         R;JAKARTA      ;Sales         ;0;APRV;2;38341900;0
D;;7031;20220815;50023046;42600000090305,00;TRANSMART LEBAK BULUS R       ;JAKARTA      ;Sales         ;0;APRV;1;4674000;0
D;;7031;20220815;50017114;42600000092236,00;TRANSMART PENGAYOMAN MKS     R;MAKASSAR     ;Sales         ;0;APRV;6;179294300;0
D;;7031;20220815;54200493;42600000104858,00;TRANSMART EMPORIUM PLUIT BR12 ;JAKARTA      ;Sales         ;0;APRV;1;25820000;0
D;;7031;20220815;59916678;42600000108560,00;TRANSMART KEBAYORAN P         ;JAKARTA      ;Sales         ;0;APRV;1;0;12501000
D;;7031;20220815;59921050;42600000143982,00;ANTA TOUR IMPLANT CENTRAL PARK;JAKARTA      ;Sales         ;0;APRV;1;940550400;180449600
D;;7031;20220815;50018918;42600000186866,00;COFFEE BEAN & TEA LEAF INDOSAT;JAKARTA      ;Sales         ;0;APRV;1;2200;0
D;;7031;20220815;50023457;42600000192906,00;WENDYS MENARA BANK MEGA - R   ;JAKARTA      ;Sales         ;0;APRV;2;157700000;0
D;;7031;20220815;50015623;42600000205963,00;TRANSMART CILANDAK MALL R     ;JAKARTA      ;Sales         ;0;APRV;9;248546800;0
D;;7031;20220815;50004946;42600000256586,00;BASKIN ROBBINS TRNSMT PADANG R;PADANG       ;Sales         ;0;APRV;1;0;9300000
D;;7031;20220815;50005597;42600000258053,00;SERI RESORT - R               ;LOMBOK UTARA ;Sales         ;0;APRV;1;279457900;0
D;;7031;20220815;50021064;42600000258053,00;SERI RESORT - R               ;LOMBOK UTARA ;Sales         ;0;APRV;1;109876000;0
D;;7031;20220815;50011301;42600000264366,00;WWW.TRANSSTUDIOBANDUNG.COM.1  ;BANDUNG      ;Sales         ;0;APRV;2;80000000;0
D;;7031;20220815;50023063;42600000275339,00;WENDYS TRANSMART GRAHA BINTR R;TANGERANG    ;Sales         ;0;APRV;3;141660600;0
D;;7031;20220815;50012400;42600000275438,00;BASKIN ROBBINS TRANSMART GRH R;TANGERANG    ;Sales         ;0;APRV;1;24300000;0
D;;7031;20220815;50014038;42600000292664,00;VAYATOUR E-COMMERCE R         ;JAKARTA      ;Sales         ;0;APRV;18;4283293800;0
D;;7031;20220815;50014055;42600000292987,00;WWW.DINOMARKET.COM            ;JAKARTA      ;Sales         ;0;APRV;1;357099800;0
D;;7031;20220815;50015057;42600000310839,00;TRANSMART NGAGEL SURABAYA R   ;SURABAYA     ;Sales         ;0;APRV;27;874452000;0
D;;7031;20220815;59915057;42600000310847,00;TRANSMART NGAGEL SURABAYA P   ;SURABAYA     ;Sales         ;0;APRV;1;0;50036400
D;;7031;20220815;50017951;42600000330597,00;BASKIN ROBBINS TRANSMART MLG R;MALANG       ;Sales         ;0;APRV;1;9000000;0
D;;7031;20220815;50018166;42600000331751,00;TRANSMART JUANDA BEKASI      R;BEKASI       ;Sales         ;0;APRV;1;2500000;0
D;;7031;20220815;50018304;42600000332205,00;THE GECHO                    R;JEPARA       ;Sales         ;0;APRV;1;38184000;0
D;;7031;20220815;50019755;42600000350389,00;TRANSMART JAMBI              R;JAMBI        ;Sales         ;0;APRV;1;41000000;0
D;;7031;20220815;50019758;42600000350389,00;TRANSMART JAMBI              R;JAMBI        ;Sales         ;0;APRV;1;259900000;0
D;;7031;20220815;50021623;42600000371864,00;TRANSMART PANGKAL PINANG     R;PANGKALPINANG;Sales         ;0;APRV;12;358372900;0
D;;7031;20220815;50022907;42600000397828,00;WWW.TRANSFASHIONINDONESIA.COM ;JAKARTA      ;Sales         ;0;APRV;1;196650000;0
D;;7031;20220815;50023223;42600000412346,00;TRANS LIVING CIPUTRA SBY     R;SURABAYA     ;Sales         ;0;APRV;5;129073100;0
D;;7031;20220815;50023314;42600000416578,00;IBIS BANDUNG TRANS STUDIO     ;BANDUNG      ;Sales         ;0;APRV;2;150000000;0
D;;7031;20220815;50023562;42600000430256,00;TRANSFOOD APP CARD PAYMENT    ;JAKARTA      ;Sales         ;0;APRV;1;304200000;0
D;;7031;20220815;50024041;42600000457911,00;SOLARIA TRANSMART JAMBI       ;JAMBI        ;Sales         ;0;APRV;2;32500000;0
D;;7031;20220815;50024057;42600000458232,00;SOLARIA TRANSMART KUPANG      ;KUPANG       ;Sales         ;0;APRV;2;68200000;0
D;;7031;20220815;50024153;42600000463703,00;YAMASEN                       ;JAKARTA      ;Sales         ;0;APRV;1;446000000;0
